SCOUT
Scattergun, Pistol, Bat, (not applicable)
Beggar's Bazooka, Buff Banner, Half-Zatoichi, (not applicable)
Beggar's Bazooka, Buff Banner, Disciplinary Action, (not applicable)
Beggar's Bazooka, Buff Banner, Market Gardener, (not applicable)
Beggar's Bazooka, Buff Banner, Escape Plan, (not applicable)
Beggar's Bazooka, Gunboats, Shovel, (not applicable)
Beggar's Bazooka, Gunboats, Equalizer, (not applicable)
Beggar's Bazooka, Gunboats, Pain Train, (not applicable)
Beggar's Bazooka, Gunboats, Half-Zatoichi, (not applicable)
Beggar's Bazooka, Gunboats, Disciplinary Action, (not applicable)
Beggar's Bazooka, Gunboats, Market Gardener, (not applicable)
Beggar's Bazooka, Gunboats, Escape Plan, (not applicable)
Beggar's Bazooka, Battalion's Backup, Shovel, (not applicable)
Beggar's Bazooka, Battalion's Backup, Equalizer, (not applicable)
Beggar's Bazooka, Battalion's Backup, Pain Train, (not applicable)
Beggar's Bazooka, Battalion's Backup, Half-Zatoichi, (not applicable)
Beggar's Bazooka, Battalion's Backup, Disciplinary Action, (not applicable)
Beggar's Bazooka, Battalion's Backup, Market Gardener, (not applicable)
Beggar's Bazooka, Battalion's Backup, Escape Plan, (not applicable)
Beggar's Bazooka, Concheror, Shovel, (not applicable)
Beggar's Bazooka, Concheror, Equalizer, (not applicable)
Beggar's Bazooka, Concheror, Pain Train, (not applicable)
Beggar's Bazooka, Concheror, Half-Zatoichi, (not applicable)
Beggar's Bazooka, Concheror, Disciplinary Action, (not applicable)
Beggar's Bazooka, Concheror, Market Gardener, (not applicable)
Beggar's Bazooka, Concheror, Escape Plan, (not applicable)
Beggar's Bazooka, Mantreads, Shovel, (not applicable)
Beggar's Bazooka, Mantreads, Equalizer, (not applicable)
Beggar's Bazooka, Mantreads, Pain Train, (not applicable)
Beggar's Bazooka, Mantreads, Half-Zatoichi, (not applicable)
Beggar's Bazooka, Mantreads, Disciplinary Action, (not applicable)
Beggar's Bazooka, Mantreads, Market Gardener, (not applicable)
Beggar's Bazooka, Mantreads, Escape Plan, (not applicable)
Beggar's Bazooka, Reserve Shooter, Shovel, (not applicable)
Beggar's Bazooka, Reserve Shooter, Equalizer, (not applicable)
Beggar's Bazooka, Reserve Shooter, Pain Train, (not applicable)
Beggar's Bazooka, Reserve Shooter, Half-Zatoichi, (not applicable)
Beggar's Bazooka, Reserve Shooter, Disciplinary Action, (not applicable)
Beggar's Bazooka, Reserve Shooter, Market Gardener, (not applicable)
Beggar's Bazooka, Reserve Shooter, Escape Plan, (not applicable)
Beggar's Bazooka, Righteous Bison, Shovel, (not applicable)
Beggar's Bazooka, Righteous Bison, Equalizer, (not applicable)
Beggar's Bazooka, Righteous Bison, Pain Train, (not applicable)
Beggar's Bazooka, Righteous Bison, Half-Zatoichi, (not applicable)
Beggar's Bazooka, Righteous Bison, Disciplinary Action, (not applicable)
Beggar's Bazooka, Righteous Bison, Market Gardener, (not applicable)
Beggar's Bazooka, Righteous Bison, Escape Plan, (not applicable)
Beggar's Bazooka, B.A.S.E. Jumper, Shovel, (not applicable)
Beggar's Bazooka, B.A.S.E. Jumper, Equalizer, (not applicable)
Beggar's Bazooka, B.A.S.E. Jumper, Pain Train, (not applicable)
Beggar's Bazooka, B.A.S.E. Jumper, Half-Zatoichi, (not applicable)
Beggar's Bazooka, B.A.S.E. Jumper, Disciplinary Action, (not applicable)
Beggar's Bazooka, B.A.S.E. Jumper, Market Gardener, (not applicable)
Beggar's Bazooka, B.A.S.E. Jumper, Escape Plan, (not applicable)
Beggar's Bazooka, Panic Attack, Shovel, (not applicable)
Beggar's Bazooka, Panic Attack, Equalizer, (not applicable)
Beggar's Bazooka, Panic Attack, Pain Train, (not applicable)
Beggar's Bazooka, Panic Attack, Half-Zatoichi, (not applicable)
Beggar's Bazooka, Panic Attack, Disciplinary Action, (not applicable)
Beggar's Bazooka, Panic Attack, Market Gardener, (not applicable)
Beggar's Bazooka, Panic Attack, Escape Plan, (not applicable)
Air Strike, Shotgun, Shovel, (not applicable)
Air Strike, Shotgun, Equalizer, (not applicable)
Air Strike, Shotgun, Pain Train, (not applicable)
Air Strike, Shotgun, Half-Zatoichi, (not applicable)
Air Strike, Shotgun, Disciplinary Action, (not applicable)
Air Strike, Shotgun, Market Gardener, (not applicable)
Air Strike, Shotgun, Escape Plan, (not applicable)
Air Strike, Buff Banner, Shovel, (not applicable)
Air Strike, Buff Banner, Equalizer, (not applicable)
Air Strike, Buff Banner, Pain Train, (not applicable)
Air Strike, Buff Banner, Half-Zatoichi, (not applicable)
Air Strike, Buff Banner, Disciplinary Action, (not applicable)
Air Strike, Buff Banner, Market Gardener, (not applicable)
Air Strike, Buff Banner, Escape Plan, (not applicable)
Air Strike, Gunboats, Shovel, (not applicable)
Air Strike, Gunboats, Equalizer, (not applicable)
Air Strike, Gunboats, Pain Train, (not applicable)
Air Strike, Gunboats, Half-Zatoichi, (not applicable)
Air Strike, Gunboats, Disciplinary Action, (not applicable)
Air Strike, Gunboats, Market Gardener, (not applicable)
Air Strike, Gunboats, Escape Plan, (not applicable)
Air Strike, Battalion's Backup, Shovel, (not applicable)
Air Strike, Battalion's Backup, Equalizer, (not applicable)
Air Strike, Battalion's Backup, Pain Train, (not applicable)
Air Strike, Battalion's Backup, Half-Zatoichi, (not applicable)
Air Strike, Battalion's Backup, Disciplinary Action, (not applicable)
Air Strike, Battalion's Backup, Market Gardener, (not applicable)
Air Strike, Battalion's Backup, Escape Plan, (not applicable)
Air Strike, Concheror, Shovel, (not applicable)
Air Strike, Concheror, Equalizer, (not applicable)
Air Strike, Concheror, Pain Train, (not applicable)
Air Strike, Concheror, Half-Zatoichi, (not applicable)
Air Strike, Concheror, Disciplinary Action, (not applicable)
Air Strike, Concheror, Market Gardener, (not applicable)
Air Strike, Concheror, Escape Plan, (not applicable)
Air Strike, Mantreads, Shovel, (not applicable)
Air Strike, Mantreads, Equalizer, (not applicable)
Air Strike, Mantreads, Pain Train, (not applicable)
Air Strike, Mantreads, Half-Zatoichi, (not applicable)
Air Strike, Mantreads, Disciplinary Action, (not applicable)
Air Strike, Mantreads, Market Gardener, (not applicable)
Air Strike, Mantreads, Escape Plan, (not applicable)
Air Strike, Reserve Shooter, Shovel, (not applicable)
Air Strike, Reserve Shooter, Equalizer, (not applicable)
Air Strike, Reserve Shooter, Pain Train, (not applicable)
Air Strike, Reserve Shooter, Half-Zatoichi, (not applicable)
Air Strike, Reserve Shooter, Disciplinary Action, (not applicable)
Air Strike, Reserve Shooter, Market Gardener, (not applicable)
Air Strike, Reserve Shooter, Escape Plan, (not applicable)
Air Strike, Righteous Bison, Shovel, (not applicable)
Air Strike, Righteous Bison, Equalizer, (not applicable)
Air Strike, Righteous Bison, Pain Train, (not applicable)
Air Strike, Righteous Bison, Half-Zatoichi, (not applicable)
Air Strike, Righteous Bison, Disciplinary Action, (not applicable)
Air Strike, Righteous Bison, Market Gardener, (not applicable)
Air Strike, Righteous Bison, Escape Plan, (not applicable)
Air Strike, B.A.S.E. Jumper, Shovel, (not applicable)
Air Strike, B.A.S.E. Jumper, Equalizer, (not applicable)
Air Strike, B.A.S.E. Jumper, Pain Train, (not applicable)
Air Strike, B.A.S.E. Jumper, Half-Zatoichi, (not applicable)
Air Strike, B.A.S.E. Jumper, Disciplinary Action, (not applicable)
Air Strike, B.A.S.E. Jumper, Market Gardener, (not applicable)
Air Strike, B.A.S.E. Jumper, Escape Plan, (not applicable)
Air Strike, Panic Attack, Shovel, (not applicable)
Air Strike, Panic Attack, Equalizer, (not applicable)
Air Strike, Panic Attack, Pain Train, (not applicable)
Air Strike, Panic Attack, Half-Zatoichi, (not applicable)
Air Strike, Panic Attack, Disciplinary Action, (not applicable)
Air Strike, Panic Attack, Market Gardener, (not applicable)
Air Strike, Panic Attack, Escape Plan, (not applicable)
Original, Shotgun, Shovel, (not applicable)
Original, Shotgun, Equalizer, (not applicable)
Original, Shotgun, Pain Train, (not applicable)
Original, Shotgun, Half-Zatoichi, (not applicable)
Original, Shotgun, Disciplinary Action, (not applicable)
Original, Shotgun, Market Gardener, (not applicable)
Original, Shotgun, Escape Plan, (not applicable)
Original, Buff Banner, Shovel, (not applicable)
Original, Buff Banner, Equalizer, (not applicable)
Original, Buff Banner, Pain Train, (not applicable)
Original, Buff Banner, Half-Zatoichi, (not applicable)
Original, Buff Banner, Disciplinary Action, (not applicable)
Original, Buff Banner, Market Gardener, (not applicable)
Original, Buff Banner, Escape Plan, (not applicable)
Original, Gunboats, Shovel, (not applicable)
Original, Gunboats, Equalizer, (not applicable)
Original, Gunboats, Pain Train, (not applicable)
Original, Gunboats, Half-Zatoichi, (not applicable)
Original, Gunboats, Disciplinary Action, (not applicable)
Original, Gunboats, Market Gardener, (not applicable)
Original, Gunboats, Escape Plan, (not applicable)
Original, Battalion's Backup, Shovel, (not applicable)
Original, Battalion's Backup, Equalizer, (not applicable)
Original, Battalion's Backup, Pain Train, (not applicable)
Original, Battalion's Backup, Half-Zatoichi, (not applicable)
Original, Battalion's Backup, Disciplinary Action, (not applicable)
Original, Battalion's Backup, Market Gardener, (not applicable)
Original, Battalion's Backup, Escape Plan, (not applicable)
Original, Concheror, Shovel, (not applicable)
Original, Concheror, Equalizer, (not applicable)
Original, Concheror, Pain Train, (not applicable)
Original, Concheror, Half-Zatoichi, (not applicable)
Original, Concheror, Disciplinary Action, (not applicable)
Original, Concheror, Market Gardener, (not applicable)
Original, Concheror, Escape Plan, (not applicable)
Original, Mantreads, Shovel, (not applicable)
Original, Mantreads, Equalizer, (not applicable)
Original, Mantreads, Pain Train, (not applicable)
Original, Mantreads, Half-Zatoichi, (not applicable)
Original, Mantreads, Disciplinary Action, (not applicable)
Original, Mantreads, Market Gardener, (not applicable)
Original, Mantreads, Escape Plan, (not applicable)
Original, Reserve Shooter, Shovel, (not applicable)
Original, Reserve Shooter, Equalizer, (not applicable)
Original, Reserve Shooter, Pain Train, (not applicable)
Original, Reserve Shooter, Half-Zatoichi, (not applicable)
Original, Reserve Shooter, Disciplinary Action, (not applicable)
Original, Reserve Shooter, Market Gardener, (not applicable)
Original, Reserve Shooter, Escape Plan, (not applicable)
Original, Righteous Bison, Shovel, (not applicable)
Original, Righteous Bison, Equalizer, (not applicable)
Original, Righteous Bison, Pain Train, (not applicable)
Original, Righteous Bison, Half-Zatoichi, (not applicable)
Original, Righteous Bison, Disciplinary Action, (not applicable)
Original, Righteous Bison, Market Gardener, (not applicable)
Original, Righteous Bison, Escape Plan, (not applicable)
Original, B.A.S.E. Jumper, Shovel, (not applicable)
Original, B.A.S.E. Jumper, Equalizer, (not applicable)
Original, B.A.S.E. Jumper, Pain Train, (not applicable)
Original, B.A.S.E. Jumper, Half-Zatoichi, (not applicable)
Original, B.A.S.E. Jumper, Disciplinary Action, (not applicable)
Original, B.A.S.E. Jumper, Market Gardener, (not applicable)
Original, B.A.S.E. Jumper, Escape Plan, (not applicable)
Original, Panic Attack, Shovel, (not applicable)
Original, Panic Attack, Equalizer, (not applicable)
Original, Panic Attack, Pain Train, (not applicable)
Original, Panic Attack, Half-Zatoichi, (not applicable)
Original, Panic Attack, Disciplinary Action, (not applicable)
Original, Panic Attack, Market Gardener, (not applicable)
Original, Panic Attack, Escape Plan, (not applicable)

PYRO
Flame Thrower, Shotgun, Fire Axe, (not applicable)
Flame Thrower, Shotgun, Axtinguisher, (not applicable)
Flame Thrower, Shotgun, Homewrecker, (not applicable)
Flame Thrower, Shotgun, Powerjack, (not applicable)
Flame Thrower, Shotgun, Back Scratcher, (not applicable)
Flame Thrower, Shotgun, Sharpened Volcano Fragment, (not applicable)
Flame Thrower, Shotgun, Third Degree, (not applicable)
Flame Thrower, Shotgun, Neon Annihilator, (not applicable)
Flame Thrower, Shotgun, Hot Hand, (not applicable)
Flame Thrower, Panic Attack, Fire Axe, (not applicable)
Flame Thrower, Panic Attack, Axtinguisher, (not applicable)
Flame Thrower, Panic Attack, Homewrecker, (not applicable)
Flame Thrower, Panic Attack, Powerjack, (not applicable)
Flame Thrower, Panic Attack, Back Scratcher, (not applicable)
Flame Thrower, Panic Attack, Sharpened Volcano Fragment, (not applicable)
Flame Thrower, Panic Attack, Third Degree, (not applicable)
Flame Thrower, Panic Attack, Neon Annihilator, (not applicable)
Flame Thrower, Panic Attack, Hot Hand, (not applicable)
Flame Thrower, Reserve Shooter, Fire Axe, (not applicable)
Flame Thrower, Reserve Shooter, Axtinguisher, (not applicable)
Flame Thrower, Reserve Shooter, Homewrecker, (not applicable)
Flame Thrower, Reserve Shooter, Powerjack, (not applicable)
Flame Thrower, Reserve Shooter, Back Scratcher, (not applicable)
Flame Thrower, Reserve Shooter, Sharpened Volcano Fragment, (not applicable)
Flame Thrower, Reserve Shooter, Third Degree, (not applicable)
Flame Thrower, Reserve Shooter, Neon Annihilator, (not applicable)
Flame Thrower, Reserve Shooter, Hot Hand, (not applicable)
Flame Thrower, Thermal Thruster, Fire Axe, (not applicable)
Flame Thrower, Thermal Thruster, Axtinguisher, (not applicable)
Flame Thrower, Thermal Thruster, Homewrecker, (not applicable)
Flame Thrower, Thermal Thruster, Powerjack, (not applicable)
Flame Thrower, Thermal Thruster, Back Scratcher, (not applicable)
Flame Thrower, Thermal Thruster, Sharpened Volcano Fragment, (not applicable)
Flame Thrower, Thermal Thruster, Third Degree, (not applicable)
Flame Thrower, Thermal Thruster, Neon Annihilator, (not applicable)
Flame Thrower, Thermal Thruster, Hot Hand, (not applicable)
Flame Thrower, Flare Gun, Fire Axe, (not applicable)
Flame Thrower, Flare Gun, Axtinguisher, (not applicable)
Flame Thrower, Flare Gun, Homewrecker, (not applicable)
Flame Thrower, Flare Gun, Powerjack, (not applicable)
Flame Thrower, Flare Gun, Back Scratcher, (not applicable)
Flame Thrower, Flare Gun, Sharpened Volcano Fragment, (not applicable)
Flame Thrower, Flare Gun, Third Degree, (not applicable)
Flame Thrower, Flare Gun, Neon Annihilator, (not applicable)
Flame Thrower, Flare Gun, Hot Hand, (not applicable)
Flame Thrower, Detonator, Fire Axe, (not applicable)
Flame Thrower, Detonator, Axtinguisher, (not applicable)
Flame Thrower, Detonator, Homewrecker, (not applicable)
Flame Thrower, Detonator, Powerjack, (not applicable)
Flame Thrower, Detonator, Back Scratcher, (not applicable)
Flame Thrower, Detonator, Sharpened Volcano Fragment, (not applicable)
Flame Thrower, Detonator, Third Degree, (not applicable)
Flame Thrower, Detonator, Neon Annihilator, (not applicable)
Flame Thrower, Detonator, Hot Hand, (not applicable)
Flame Thrower, Scorch Shot, Fire Axe, (not applicable)
Flame Thrower, Scorch Shot, Axtinguisher, (not applicable)
Flame Thrower, Scorch Shot, Homewrecker, (not applicable)
Flame Thrower, Scorch Shot, Powerjack, (not applicable)
Flame Thrower, Scorch Shot, Back Scratcher, (not applicable)
Flame Thrower, Scorch Shot, Sharpened Volcano Fragment, (not applicable)
Flame Thrower, Scorch Shot, Third Degree, (not applicable)
Flame Thrower, Scorch Shot, Neon Annihilator, (not applicable)
Flame Thrower, Scorch Shot, Hot Hand, (not applicable)
Flame Thrower, Manmelter, Fire Axe, (not applicable)
Flame Thrower, Manmelter, Axtinguisher, (not applicable)
Flame Thrower, Manmelter, Homewrecker, (not applicable)
Flame Thrower, Manmelter, Powerjack, (not applicable)
Flame Thrower, Manmelter, Back Scratcher, (not applicable)
Flame Thrower, Manmelter, Sharpened Volcano Fragment, (not applicable)
Flame Thrower, Manmelter, Third Degree, (not applicable)
Flame Thrower, Manmelter, Neon Annihilator, (not applicable)
Flame Thrower, Manmelter, Hot Hand, (not applicable)
Flame Thrower, Gas Passer, Fire Axe, (not applicable)
Flame Thrower, Gas Passer, Axtinguisher, (not applicable)
Flame Thrower, Gas Passer, Homewrecker, (not applicable)
Flame Thrower, Gas Passer, Powerjack, (not applicable)
Flame Thrower, Gas Passer, Back Scratcher, (not applicable)
Flame Thrower, Gas Passer, Sharpened Volcano Fragment, (not applicable)
Flame Thrower, Gas Passer, Third Degree, (not applicable)
Flame Thrower, Gas Passer, Neon Annihilator, (not applicable)
Flame Thrower, Gas Passer, Hot Hand, (not applicable)
Backburner, Shotgun, Fire Axe, (not applicable)
Backburner, Shotgun, Axtinguisher, (not applicable)
Backburner, Shotgun, Homewrecker, (not applicable)
Backburner, Shotgun, Powerjack, (not applicable)
Backburner, Shotgun, Back Scratcher, (not applicable)
Backburner, Shotgun, Sharpened Volcano Fragment, (not applicable)
Backburner, Shotgun, Third Degree, (not applicable)
Backburner, Shotgun, Neon Annihilator, (not applicable)
Backburner, Shotgun, Hot Hand, (not applicable)
Backburner, Panic Attack, Fire Axe, (not applicable)
Backburner, Panic Attack, Axtinguisher, (not applicable)
Backburner, Panic Attack, Homewrecker, (not applicable)
Backburner, Panic Attack, Powerjack, (not applicable)
Backburner, Panic Attack, Back Scratcher, (not applicable)
Backburner, Panic Attack, Sharpened Volcano Fragment, (not applicable)
Backburner, Panic Attack, Third Degree, (not applicable)
Backburner, Panic Attack, Neon Annihilator, (not applicable)
Backburner, Panic Attack, Hot Hand, (not applicable)
Backburner, Reserve Shooter, Fire Axe, (not applicable)
Backburner, Reserve Shooter, Axtinguisher, (not applicable)
Backburner, Reserve Shooter, Homewrecker, (not applicable)
Backburner, Reserve Shooter, Powerjack, (not applicable)
Backburner, Reserve Shooter, Back Scratcher, (not applicable)
Backburner, Reserve Shooter, Sharpened Volcano Fragment, (not applicable)
Backburner, Reserve Shooter, Third Degree, (not applicable)
Backburner, Reserve Shooter, Neon Annihilator, (not applicable)
Backburner, Reserve Shooter, Hot Hand, (not applicable)
Backburner, Thermal Thruster, Fire Axe, (not applicable)
Backburner, Thermal Thruster, Axtinguisher, (not applicable)
Backburner, Thermal Thruster, Homewrecker, (not applicable)
Backburner, Thermal Thruster, Powerjack, (not applicable)
Backburner, Thermal Thruster, Back Scratcher, (not applicable)
Backburner, Thermal Thruster, Sharpened Volcano Fragment, (not applicable)
Backburner, Thermal Thruster, Third Degree, (not applicable)
Backburner, Thermal Thruster, Neon Annihilator, (not applicable)
Backburner, Thermal Thruster, Hot Hand, (not applicable)
Backburner, Flare Gun, Fire Axe, (not applicable)
Backburner, Flare Gun, Axtinguisher, (not applicable)
Backburner, Flare Gun, Homewrecker, (not applicable)
Backburner, Flare Gun, Powerjack, (not applicable)
Backburner, Flare Gun, Back Scratcher, (not applicable)
Backburner, Flare Gun, Sharpened Volcano Fragment, (not applicable)
Backburner, Flare Gun, Third Degree, (not applicable)
Backburner, Flare Gun, Neon Annihilator, (not applicable)
Backburner, Flare Gun, Hot Hand, (not applicable)
Backburner, Detonator, Fire Axe, (not applicable)
Backburner, Detonator, Axtinguisher, (not applicable)
Backburner, Detonator, Homewrecker, (not applicable)
Backburner, Detonator, Powerjack, (not applicable)
Backburner, Detonator, Back Scratcher, (not applicable)
Backburner, Detonator, Sharpened Volcano Fragment, (not applicable)
Backburner, Detonator, Third Degree, (not applicable)
Backburner, Detonator, Neon Annihilator, (not applicable)
Backburner, Detonator, Hot Hand, (not applicable)
Backburner, Scorch Shot, Fire Axe, (not applicable)
Backburner, Scorch Shot, Axtinguisher, (not applicable)
Backburner, Scorch Shot, Homewrecker, (not applicable)
Backburner, Scorch Shot, Powerjack, (not applicable)
Backburner, Scorch Shot, Back Scratcher, (not applicable)
Backburner, Scorch Shot, Sharpened Volcano Fragment, (not applicable)
Backburner, Scorch Shot, Third Degree, (not applicable)
Backburner, Scorch Shot, Neon Annihilator, (not applicable)
Backburner, Scorch Shot, Hot Hand, (not applicable)
Backburner, Manmelter, Fire Axe, (not applicable)
Backburner, Manmelter, Axtinguisher, (not applicable)
Backburner, Manmelter, Homewrecker, (not applicable)
Backburner, Manmelter, Powerjack, (not applicable)
Backburner, Manmelter, Back Scratcher, (not applicable)
Backburner, Manmelter, Sharpened Volcano Fragment, (not applicable)
Backburner, Manmelter, Third Degree, (not applicable)
Backburner, Manmelter, Neon Annihilator, (not applicable)
Backburner, Manmelter, Hot Hand, (not applicable)
Backburner, Gas Passer, Fire Axe, (not applicable)
Backburner, Gas Passer, Axtinguisher, (not applicable)
Backburner, Gas Passer, Homewrecker, (not applicable)
Backburner, Gas Passer, Powerjack, (not applicable)
Backburner, Gas Passer, Back Scratcher, (not applicable)
Backburner, Gas Passer, Sharpened Volcano Fragment, (not applicable)
Backburner, Gas Passer, Third Degree, (not applicable)
Backburner, Gas Passer, Neon Annihilator, (not applicable)
Backburner, Gas Passer, Hot Hand, (not applicable)
Degreaser, Shotgun, Fire Axe, (not applicable)
Degreaser, Shotgun, Axtinguisher, (not applicable)
Degreaser, Shotgun, Homewrecker, (not applicable)
Degreaser, Shotgun, Powerjack, (not applicable)
Degreaser, Shotgun, Back Scratcher, (not applicable)
Degreaser, Shotgun, Sharpened Volcano Fragment, (not applicable)
Degreaser, Shotgun, Third Degree, (not applicable)
Degreaser, Shotgun, Neon Annihilator, (not applicable)
Degreaser, Shotgun, Hot Hand, (not applicable)
Degreaser, Panic Attack, Fire Axe, (not applicable)
Degreaser, Panic Attack, Axtinguisher, (not applicable)
Degreaser, Panic Attack, Homewrecker, (not applicable)
Degreaser, Panic Attack, Powerjack, (not applicable)
Degreaser, Panic Attack, Back Scratcher, (not applicable)
Degreaser, Panic Attack, Sharpened Volcano Fragment, (not applicable)
Degreaser, Panic Attack, Third Degree, (not applicable)
Degreaser, Panic Attack, Neon Annihilator, (not applicable)
Degreaser, Panic Attack, Hot Hand, (not applicable)
Degreaser, Reserve Shooter, Fire Axe, (not applicable)
Degreaser, Reserve Shooter, Axtinguisher, (not applicable)
Degreaser, Reserve Shooter, Homewrecker, (not applicable)
Degreaser, Reserve Shooter, Powerjack, (not applicable)
Degreaser, Reserve Shooter, Back Scratcher, (not applicable)
Degreaser, Reserve Shooter, Sharpened Volcano Fragment, (not applicable)
Degreaser, Reserve Shooter, Third Degree, (not applicable)
Degreaser, Reserve Shooter, Neon Annihilator, (not applicable)
Degreaser, Reserve Shooter, Hot Hand, (not applicable)
Degreaser, Thermal Thruster, Fire Axe, (not applicable)
Degreaser, Thermal Thruster, Axtinguisher, (not applicable)
Degreaser, Thermal Thruster, Homewrecker, (not applicable)
Degreaser, Thermal Thruster, Powerjack, (not applicable)
Degreaser, Thermal Thruster, Back Scratcher, (not applicable)
Degreaser, Thermal Thruster, Sharpened Volcano Fragment, (not applicable)
Degreaser, Thermal Thruster, Third Degree, (not applicable)
Degreaser, Thermal Thruster, Neon Annihilator, (not applicable)
Degreaser, Thermal Thruster, Hot Hand, (not applicable)
Degreaser, Flare Gun, Fire Axe, (not applicable)
Degreaser, Flare Gun, Axtinguisher, (not applicable)
Degreaser, Flare Gun, Homewrecker, (not applicable)
Degreaser, Flare Gun, Powerjack, (not applicable)
Degreaser, Flare Gun, Back Scratcher, (not applicable)
Degreaser, Flare Gun, Sharpened Volcano Fragment, (not applicable)
Degreaser, Flare Gun, Third Degree, (not applicable)
Degreaser, Flare Gun, Neon Annihilator, (not applicable)
Degreaser, Flare Gun, Hot Hand, (not applicable)
Degreaser, Detonator, Fire Axe, (not applicable)
Degreaser, Detonator, Axtinguisher, (not applicable)
Degreaser, Detonator, Homewrecker, (not applicable)
Degreaser, Detonator, Powerjack, (not applicable)
Degreaser, Detonator, Back Scratcher, (not applicable)
Degreaser, Detonator, Sharpened Volcano Fragment, (not applicable)
Degreaser, Detonator, Third Degree, (not applicable)
Degreaser, Detonator, Neon Annihilator, (not applicable)
Degreaser, Detonator, Hot Hand, (not applicable)
Degreaser, Scorch Shot, Fire Axe, (not applicable)
Degreaser, Scorch Shot, Axtinguisher, (not applicable)
Degreaser, Scorch Shot, Homewrecker, (not applicable)
Degreaser, Scorch Shot, Powerjack, (not applicable)
Degreaser, Scorch Shot, Back Scratcher, (not applicable)
Degreaser, Scorch Shot, Sharpened Volcano Fragment, (not applicable)
Degreaser, Scorch Shot, Third Degree, (not applicable)
Degreaser, Scorch Shot, Neon Annihilator, (not applicable)
Degreaser, Scorch Shot, Hot Hand, (not applicable)
Degreaser, Manmelter, Fire Axe, (not applicable)
Degreaser, Manmelter, Axtinguisher, (not applicable)
Degreaser, Manmelter, Homewrecker, (not applicable)
Degreaser, Manmelter, Powerjack, (not applicable)
Degreaser, Manmelter, Back Scratcher, (not applicable)
Degreaser, Manmelter, Sharpened Volcano Fragment, (not applicable)
Degreaser, Manmelter, Third Degree, (not applicable)
Degreaser, Manmelter, Neon Annihilator, (not applicable)
Degreaser, Manmelter, Hot Hand, (not applicable)
Degreaser, Gas Passer, Fire Axe, (not applicable)
Degreaser, Gas Passer, Axtinguisher, (not applicable)
Degreaser, Gas Passer, Homewrecker, (not applicable)
Degreaser, Gas Passer, Powerjack, (not applicable)
Degreaser, Gas Passer, Back Scratcher, (not applicable)
Degreaser, Gas Passer, Sharpened Volcano Fragment, (not applicable)
Degreaser, Gas Passer, Third Degree, (not applicable)
Degreaser, Gas Passer, Neon Annihilator, (not applicable)
Degreaser, Gas Passer, Hot Hand, (not applicable)
Phlogistinator, Shotgun, Fire Axe, (not applicable)
Phlogistinator, Shotgun, Axtinguisher, (not applicable)
Phlogistinator, Shotgun, Homewrecker, (not applicable)
Phlogistinator, Shotgun, Powerjack, (not applicable)
Phlogistinator, Shotgun, Back Scratcher, (not applicable)
Phlogistinator, Shotgun, Sharpened Volcano Fragment, (not applicable)
Phlogistinator, Shotgun, Third Degree, (not applicable)
Phlogistinator, Shotgun, Neon Annihilator, (not applicable)
Phlogistinator, Shotgun, Hot Hand, (not applicable)
Phlogistinator, Panic Attack, Fire Axe, (not applicable)
Phlogistinator, Panic Attack, Axtinguisher, (not applicable)
Phlogistinator, Panic Attack, Homewrecker, (not applicable)
Phlogistinator, Panic Attack, Powerjack, (not applicable)
Phlogistinator, Panic Attack, Back Scratcher, (not applicable)
Phlogistinator, Panic Attack, Sharpened Volcano Fragment, (not applicable)
Phlogistinator, Panic Attack, Third Degree, (not applicable)
Phlogistinator, Panic Attack, Neon Annihilator, (not applicable)
Phlogistinator, Panic Attack, Hot Hand, (not applicable)
Phlogistinator, Reserve Shooter, Fire Axe, (not applicable)
Phlogistinator, Reserve Shooter, Axtinguisher, (not applicable)
Phlogistinator, Reserve Shooter, Homewrecker, (not applicable)
Phlogistinator, Reserve Shooter, Powerjack, (not applicable)
Phlogistinator, Reserve Shooter, Back Scratcher, (not applicable)
Phlogistinator, Reserve Shooter, Sharpened Volcano Fragment, (not applicable)
Phlogistinator, Reserve Shooter, Third Degree, (not applicable)
Phlogistinator, Reserve Shooter, Neon Annihilator, (not applicable)
Phlogistinator, Reserve Shooter, Hot Hand, (not applicable)
Phlogistinator, Thermal Thruster, Fire Axe, (not applicable)
Phlogistinator, Thermal Thruster, Axtinguisher, (not applicable)
Phlogistinator, Thermal Thruster, Homewrecker, (not applicable)
Phlogistinator, Thermal Thruster, Powerjack, (not applicable)
Phlogistinator, Thermal Thruster, Back Scratcher, (not applicable)
Phlogistinator, Thermal Thruster, Sharpened Volcano Fragment, (not applicable)
Phlogistinator, Thermal Thruster, Third Degree, (not applicable)
Phlogistinator, Thermal Thruster, Neon Annihilator, (not applicable)
Phlogistinator, Thermal Thruster, Hot Hand, (not applicable)
Phlogistinator, Flare Gun, Fire Axe, (not applicable)
Phlogistinator, Flare Gun, Axtinguisher, (not applicable)
Phlogistinator, Flare Gun, Homewrecker, (not applicable)
Phlogistinator, Flare Gun, Powerjack, (not applicable)
Phlogistinator, Flare Gun, Back Scratcher, (not applicable)
Phlogistinator, Flare Gun, Sharpened Volcano Fragment, (not applicable)
Phlogistinator, Flare Gun, Third Degree, (not applicable)
Phlogistinator, Flare Gun, Neon Annihilator, (not applicable)
Phlogistinator, Flare Gun, Hot Hand, (not applicable)
